Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2018-05-11,"Our giant auto co competitors have much greater access to incentives than Tesla, which means Tesla has prospered in spite of govt subsidies, not because of them. Tesla mkt cap has *risen* over time as EV incentives declined. How strange …",,11503.0,273.0,757.0,,
2018-05-11,Tesla will enable orders end of next week for dual motor AWD &amp; performance. Starting production of those in July. Air suspension prob next year.,,1602.0,194.0,245.0,,
2018-05-11,"Towards end of next year. Btw, planning to launch Tesla in Turkey later this year. Love your country &amp; will be there in person for the launch.",,2371.0,116.0,551.0,,
2018-05-11,"That article was pushed as propaganda to counter IMF study showing fossil fuel subsidies to be $5 trillion/year. Even if $4.9B was true, combined market cap of Tesla &amp; SpaceX is $80B. Where did the other $75B come from? Ass 🎩 …",,1650.0,53.0,113.0,,
2018-05-14,"It’s super messed up that a Tesla crash resulting in a broken ankle is front page news and the ~40,000 people who died in US auto accidents alone in past year get almost no coverage",,103098.0,3902.0,21333.0,,
2018-05-14,"According to NHTSA, there was an automotive fatality every 86M miles in 2017 (~40,000 deaths). Tesla was every 320M miles. It’s not possible to be zero, but probability of fatality is much lower in a Tesla. We will be reporting updated safety numbers after each quarter.",,4270.0,107.0,678.0,,
2018-05-14,"This is false. Eyetracking rejected for being ineffective, not for cost. WSJ fails to mention that Tesla is safest car on road, which would make article ridiculous. Approx 4X better than avg.",,20367.0,321.0,2018.0,,
2018-05-14,"According to NHTSA, there was an automotive fatality every 86M miles in 2017 (~40,000 deaths). Tesla was every 320M miles. It’s not possible to be zero, but probability of fatality is much lower in a Tesla. We will be reporting updated safety numbers after each quarter.",,4230.0,109.0,674.0,,
2018-05-14,"This is false. Eyetracking rejected for being ineffective, not for cost. WSJ fails to mention that Tesla is safest car on road, which would make article ridiculous. Approx 4X better than avg.",,20202.0,318.0,1998.0,,
2018-05-14,"It’s super messed up that a Tesla crash resulting in a broken ankle is front page news and the ~40,000 people who died in US auto accidents alone in past year get almost no coverage",,102255.0,3858.0,21056.0,,
2018-05-20,"It’s only slightly more expensive to Tesla (same price to car owners), but owner happiness is way higher, so worth doing",,1563.0,32.0,72.0,,
2018-05-20,"You can tweet to Tesla, me and/or get something upvoted in message boards",,485.0,32.0,24.0,,
2018-05-20,Will soon enable Tesla owners to request service from their phone with a few taps. Tesla Ranger will come to you to take care of your car. No need to bring the car in yourself &amp; zero paperwork.,,54223.0,1155.0,4409.0,,
2018-05-20,Tesla dual motor means there is a motor in front &amp; a motor in rear. One is optimized for power &amp; one for range. Car drives fine even if a motor breaks down. Helps ensure you make it to your destination &amp; don’t get stuck on side of road in potentially unsafe conditions.,,41589.0,1051.0,3750.0,,
2018-05-20,"You can tweet to Tesla, me and/or get something upvoted in message boards",,480.0,33.0,24.0,,
2018-05-20,"Tesla dual motor, all-wheel drive performance Model 3: 3.5 sec 0-60mph 155 mph Top Speed 310 mile Range",,37514.0,1026.0,4323.0,,
2018-05-20,Will soon enable Tesla owners to request service from their phone with a few taps. Tesla Ranger will come to you to take care of your car. No need to bring the car in yourself &amp; zero paperwork.,,53815.0,1142.0,4350.0,,
2018-05-20,Tesla dual motor means there is a motor in front &amp; a motor in rear. One is optimized for power &amp; one for range. Car drives fine even if a motor breaks down. Helps ensure you make it to your destination &amp; don’t get stuck on side of road in potentially unsafe conditions.,,41898.0,1060.0,3791.0,,
2018-05-20,"Tesla AWD is dual motor, so you can fully drive the car even if one breaks",,13978.0,341.0,1006.0,,
2018-05-20,"It’s only slightly more expensive to Tesla (same price to car owners), but owner happiness is way higher, so worth doing",,1552.0,32.0,71.0,,
2018-05-20,"Tesla dual motor, all-wheel drive performance Model 3: 3.5 sec 0-60mph 155 mph Top Speed 310 mile Range",,37268.0,1016.0,4281.0,,
2018-05-20,"Tesla AWD is dual motor, so you can fully drive the car even if one breaks",,13865.0,337.0,986.0,,
2018-05-21,"Cool, we can do the interview at Tesla in front of the yellow barriers &amp; beeping forklifts you said didn’t exist. Please send your meeting request to wakassliar@tesla.com.",,1493.0,72.0,126.0,,
2018-05-21,"Also, UAW did nada for job security in last recession. Dropped Fremont like a hot potato to protect their core base in Detroit. UAW *chose* to exit this plant before Tesla even arrived. We had nothing to do with UAW leaving, but everything to do with why people here have jobs.",,1564.0,54.0,100.0,,
2018-05-21,Nothing stopping Tesla team at our car plant from voting union. Could do so tmrw if they wanted. But why pay union dues &amp; give up stock options for nothing? Our safety record is 2X better than when plant was UAW &amp; everybody already gets healthcare.,,2025.0,359.0,187.0,,
2018-05-21,"Tesla factory literally has miles of painted yellow lines &amp; tape. Report about forklifts not beeping is also bs. These are both demonstrably false, but were reported as “facts” by Reveal.",,1738.0,64.0,69.0,,
2018-05-21,"With production, 1st you need achieve target rate &amp; then smooth out flow to achieve target cost. Shipping min cost Model 3 right away wd cause Tesla to lose money &amp; die. Need 3 to 6 months after 5k/wk to ship $35k Tesla &amp; live.",,964.0,97.0,107.0,,
2018-05-21,"About 2% of Tesla, incl salaried &amp; hourly, union &amp; non-union were let go in annual review. Only known union person fired was a guy who repeatedly threatened non-union supporters verbally &amp; on social media &amp; lied about it.",,577.0,16.0,27.0,,
2018-05-21,"Also, UAW did nada for job security in last recession. Dropped Fremont like a hot potato to protect their core base in Detroit. UAW *chose* to exit this plant before Tesla even arrived. We had nothing to do with UAW leaving, but everything to do with why people here have jobs.",,1428.0,52.0,81.0,,
2018-05-21,"Cool, we can do the interview at Tesla in front of the yellow barriers &amp; beeping forklifts you said didn’t exist. Please send your meeting request to wakassliar@tesla.com.",,1504.0,72.0,126.0,,
2018-05-21,Nothing stopping Tesla team at our car plant from voting union. Could do so tmrw if they wanted. But why pay union dues &amp; give up stock options for nothing? Our safety record is 2X better than when plant was UAW &amp; everybody already gets healthcare.,,1613.0,312.0,94.0,,
2018-05-21,"Tesla factory literally has miles of painted yellow lines &amp; tape. Report about forklifts not beeping is also bs. These are both demonstrably false, but were reported as “facts” by Reveal.",,1677.0,61.0,65.0,,
2018-05-21,"With production, 1st you need achieve target rate &amp; then smooth out flow to achieve target cost. Shipping min cost Model 3 right away wd cause Tesla to lose money &amp; die. Need 3 to 6 months after 5k/wk to ship $35k Tesla &amp; live.",,968.0,98.0,107.0,,
2018-05-21,"About 2% of Tesla, incl salaried &amp; hourly, union &amp; non-union were let go in annual review. Only known union person fired was a guy who repeatedly threatened non-union supporters verbally &amp; on social media &amp; lied about it.",,580.0,16.0,27.0,,
2018-05-22,"In theory true, but not how UAW behaved. They drove GM &amp; Chrysler to bankruptcy &amp; lost 200,000+ jobs for people they were supposed to protect, incl abandoning NUMMI plant workers.Tesla took over &amp; now it has 10k+ jobs.UAW destroyed once great US auto industry &amp; everyone knows it.",,584.0,47.0,50.0,,
2018-05-22,"Thanks again, have conveyed your words to the Tesla team, who have been working crazy hard. Really energizing!",,588.0,34.0,25.0,,
2018-05-22,"More “Reveal” bs. Tesla is overseen by Cal/OSHA, most stringent labor safety org in US, &amp; they’ve never found us to misrepresent. On other hand, Ford, Chrysler &amp; GM (UAW) have repeatedly been found to fake safety numbers. Strangely, that info is missing from Reveal article …",,605.0,27.0,37.0,,
2018-05-22,"Thanks again, have conveyed your words to the Tesla team, who have been working crazy hard. Really energizing!",,585.0,34.0,25.0,,
2018-05-22,Just wanted to say thanks to all Tesla supporters. I damn well love you.,,134037.0,4296.0,8232.0,,
2018-05-22,"We’re going to include some fun games as hidden Easter eggs in Tesla S, X &amp; 3. What do you think would be most fun in a car using the center touch screen?",,37968.0,12592.0,2356.0,,
2018-05-22,"Looks like this can be fixed with a firmware update. Will be rolling that out in a few days. With further refinement, we can improve braking distance beyond initial specs. Tesla won’t stop until Model 3 has better braking than any remotely comparable car.",,5003.0,132.0,320.0,,
2018-05-22,"Looks like this can be fixed with a firmware update. Will be rolling that out in a few days. With further refinement, we can improve braking distance beyond initial specs. Tesla won’t stop until Model 3 has better braking than any remotely comparable car.",,5037.0,132.0,322.0,,
2018-05-22,"In theory true, but not how UAW behaved. They drove GM &amp; Chrysler to bankruptcy &amp; lost 200,000+ jobs for people they were supposed to protect, incl abandoning NUMMI plant workers.Tesla took over &amp; now it has 10k+ jobs.UAW destroyed once great US auto industry &amp; everyone knows it.",,586.0,47.0,51.0,,
2018-05-22,Just wanted to say thanks to all Tesla supporters. I damn well love you.,,135090.0,4343.0,8313.0,,
2018-05-22,"More “Reveal” bs. Tesla is overseen by Cal/OSHA, most stringent labor safety org in US, &amp; they’ve never found us to misrepresent. On other hand, Ford, Chrysler &amp; GM (UAW) have repeatedly been found to fake safety numbers. Strangely, that info is missing from Reveal article …",,557.0,24.0,34.0,,
2018-05-22,"We’re going to include some fun games as hidden Easter eggs in Tesla S, X &amp; 3. What do you think would be most fun in a car using the center touch screen?",,38275.0,12682.0,2383.0,,
2018-05-23,"Problem is journos are under constant pressure to get max clicks &amp; earn advertising dollars or get fired. Tricky situation, as Tesla doesn’t advertise, but fossil fuel companies &amp; gas/diesel car companies are among world’s biggest advertisers.",,39122.0,1687.0,5229.0,,
2018-05-23,"I’ve never stopped a union vote nor removed a union. UAW abandoned this factory. Tesla arrived &amp; gave people back their jobs. They haven’t forgotten UAW betrayed them. That’s why UAW can’t even get people to attend a free BBQ, let alone enough sigs for a vote.",,2060.0,80.0,151.0,,
2018-05-23,"It is strange that big auto companies literally have thousands more factory injuries than Tesla &amp; millions more auto deaths, but somehow get less coverage. We are not perfect, but we’re doing our best to make clean energy real &amp; be a good company.",,2804.0,96.0,268.0,,
2018-05-23,We don’t. The media is reporting someone else saying that Tesla advertised. It is untrue.,,2023.0,56.0,73.0,,
2018-05-23,"I’ve never stopped a union vote nor removed a union. UAW abandoned this factory. Tesla arrived &amp; gave people back their jobs. They haven’t forgotten UAW betrayed them. That’s why UAW can’t even get people to attend a free BBQ, let alone enough sigs for a vote.",,2035.0,79.0,143.0,,
2018-05-23,"It is strange that big auto companies literally have thousands more factory injuries than Tesla &amp; millions more auto deaths, but somehow get less coverage. We are not perfect, but we’re doing our best to make clean energy real &amp; be a good company.",,2776.0,94.0,264.0,,
2018-05-23,We don’t. The media is reporting someone else saying that Tesla advertised. It is untrue.,,1999.0,56.0,72.0,,
2018-05-23,"Problem is journos are under constant pressure to get max clicks &amp; earn advertising dollars or get fired. Tricky situation, as Tesla doesn’t advertise, but fossil fuel companies &amp; gas/diesel car companies are among world’s biggest advertisers.",,38742.0,1672.0,5170.0,,
2018-05-24,"Yes, because Tesla has the most advanced battery manufacturing technology in the world &amp; products that haven’t been unveiled yet. You don’t have a right to show that to our competitors or spoil future product launches.",,2810.0,98.0,152.0,,
2018-05-24,"Hi Kara! I’m open to it. Right now, I’m cranking super hard at the Tesla factory, so it depends on how things are going next week.",,4906.0,207.0,217.0,,
2018-05-24,"Hi Kara! I’m open to it. Right now, I’m cranking super hard at the Tesla factory, so it depends on how things are going next week.",,4845.0,206.0,211.0,,
2018-05-24,"Yes, because Tesla has the most advanced battery manufacturing technology in the world &amp; products that haven’t been unveiled yet. You don’t have a right to show that to our competitors or spoil future product launches.",,2779.0,98.0,149.0,,
2018-05-25,The Tesla facility is open plan &amp; we’re not going to erect walls everywhere for a journo tour. I know journalists too well &amp; they are some of the worst &amp; best human beings I’ve ever met. You’re the former.,,896.0,50.0,41.0,,
2018-05-25,"Pravda was incorporated a year ago. Also, Tesla factory safety has improved every year &amp; is now better than industry avg. Misleading articles refer to Tesla being worse than avg in 2015 when we were just figuring things out.",,1070.0,53.0,42.0,,
2018-05-25,"Pravda was incorporated a year ago. Also, Tesla factory safety has improved every year &amp; is now better than industry avg. Misleading articles refer to Tesla being worse than avg in 2015 when we were just figuring things out.",,1077.0,53.0,41.0,,
2018-05-25,The Tesla facility is open plan &amp; we’re not going to erect walls everywhere for a journo tour. I know journalists too well &amp; they are some of the worst &amp; best human beings I’ve ever met. You’re the former.,,903.0,50.0,42.0,,
2018-05-26,"Wow, amazing Tesla hypermile drive happening",,8824.0,200.0,643.0,,
2018-05-26,Can’t believe someone leaked this schematic of the Tesla production system!!,,41981.0,887.0,3615.0,,
2018-05-26,I just sent a note to Tesla service to take care of your car right away &amp; our HVAC engineering lead to fix root cause,,448.0,13.0,17.0,,
2018-05-26,"Global map of Tesla Superchargers, including those coming soon",,21474.0,2377.0,2402.0,,
2018-05-26,"Generally higher quality reporting, especially if not under pressure to publish fast. Consumer Reports is great (and often critical of Tesla). Heard good things about The Information too.",,1589.0,51.0,67.0,,
2018-05-26,Can’t believe someone leaked this schematic of the Tesla production system!!,,41596.0,874.0,3581.0,,
2018-05-26,Tesla will start extending the Supercharger network to South America around end of next year,,974.0,67.0,93.0,,
2018-05-26,Tesla will start extending the Supercharger network to South America around end of next year,,981.0,66.0,94.0,,
2018-05-26,"Wow, amazing Tesla hypermile drive happening",,8901.0,203.0,650.0,,
2018-05-26,"Generally higher quality reporting, especially if not under pressure to publish fast. Consumer Reports is great (and often critical of Tesla). Heard good things about The Information too.",,1598.0,54.0,68.0,,
2018-05-26,"Global map of Tesla Superchargers, including those coming soon",,21663.0,2391.0,2425.0,,
2018-05-26,I just sent a note to Tesla service to take care of your car right away &amp; our HVAC engineering lead to fix root cause,,452.0,13.0,17.0,,
2018-05-26,A Tesla has a usable reserve of 5 to 15 miles range even after the battery reads “empty”. This will not hurt the pack.,,596.0,20.0,46.0,,
2018-05-26,A Tesla has a usable reserve of 5 to 15 miles range even after the battery reads “empty”. This will not hurt the pack.,,595.0,20.0,48.0,,
2018-05-30,"Would love to be in India. Some challenging government regulations, unfortunately. Deepak Ahuja, our CFO, is from India. Tesla will be there as soon as he believes we should.",,4873.0,487.0,1682.0,,
2018-05-30,"Tesla will always refute articles that are misleading &amp; point out if there is someone with a pattern of doing so. Many fit this description, but Consumer Reports is always fair &amp; accurate in their criticism.",,5627.0,74.0,277.0,,
2018-05-30,"Tesla will always refute articles that are misleading &amp; point out if there is someone with a pattern of doing so. Many fit this description, but Consumer Reports is always fair &amp; accurate in their criticism.",,5629.0,79.0,290.0,,
2018-05-30,"Would love to be in India. Some challenging government regulations, unfortunately. Deepak Ahuja, our CFO, is from India. Tesla will be there as soon as he believes we should.",,4831.0,487.0,1664.0,,
2018-05-31,Try adjusting tire pressure. Will ask Tesla engineering to investigate.,,479.0,18.0,9.0,,
2018-05-31,Try adjusting tire pressure. Will ask Tesla engineering to investigate.,,477.0,18.0,9.0,,
2018-06-01,Some details on the Tesla air filtration system,,6934.0,260.0,541.0,,
2018-06-01,"Cool, Tesla S/X have hospital operating room air quality when BWD mode is activated, so shd protect against even a weaponized virus",,43772.0,617.0,5587.0,,
2018-06-01,Some details on the Tesla air filtration system,,6890.0,256.0,538.0,,
2018-06-01,"Cool, Tesla S/X have hospital operating room air quality when BWD mode is activated, so shd protect against even a weaponized virus",,44145.0,623.0,5650.0,,
2018-06-03,"Leasing negatively effects Tesla cash flow, so we prob won’t offer Model 3 leases for 6 to 9 months. Loan financing is a better deal anyway, as bank conservatism for new car models is v conservative about residual value, but Teslas have always had strong residual value.",,561.0,38.0,43.0,,
2018-06-03,Appreciated on behalf of Tesla team,,4644.0,41.0,118.0,,
2018-06-03,"Leasing negatively effects Tesla cash flow, so we prob won’t offer Model 3 leases for 6 to 9 months. Loan financing is a better deal anyway, as bank conservatism for new car models is v conservative about residual value, but Teslas have always had strong residual value.",,559.0,38.0,43.0,,
2018-06-03,Appreciated on behalf of Tesla team,,4603.0,41.0,117.0,,
2018-06-08,We’re building out Tesla body repair in all major metro areas to ensure super fast &amp; excellent outcome,,726.0,43.0,53.0,,
2018-06-08,Talked with Tesla team. Looks like we can do the aluminum Model 3 pedal covers (slightly different from S). Turning on production for Model 3 Performance version.,,844.0,57.0,64.0,,
2018-06-08,We’re building out Tesla body repair in all major metro areas to ensure super fast &amp; excellent outcome,,719.0,43.0,53.0,,
2018-06-08,Talked with Tesla team. Looks like we can do the aluminum Model 3 pedal covers (slightly different from S). Turning on production for Model 3 Performance version.,,841.0,57.0,64.0,,
2018-06-09,"SpaceX option package for new Tesla Roadster will include ~10 small rocket thrusters arranged seamlessly around car. These rocket engines dramatically improve acceleration, top speed, braking &amp; cornering. Maybe they will even allow a Tesla to fly …",,58144.0,2014.0,8210.0,,
2018-06-09,"SpaceX option package for new Tesla Roadster will include ~10 small rocket thrusters arranged seamlessly around car. These rocket engines dramatically improve acceleration, top speed, braking &amp; cornering. Maybe they will even allow a Tesla to fly …",,57749.0,1995.0,8118.0,,
2018-06-09,"19 years ago, when my 1st company got bought, I had to decide between buying a house in Palo Alto or a McLaren F1 (best car ever imo). Was no contest. I bought F1 &amp; a small condo that was much cheaper than the car. New Tesla Roadster will exceed all gas sports cars in every way…",,24237.0,525.0,2686.0,,
2018-06-09,"19 years ago, when my 1st company got bought, I had to decide between buying a house in Palo Alto or a McLaren F1 (best car ever imo). Was no contest. I bought F1 &amp; a small condo that was much cheaper than the car. New Tesla Roadster will exceed all gas sports cars in every way…",,24432.0,529.0,2715.0,,
2018-06-10,"Intent of new Tesla Roadster is to beat gas sports cars on every performance metric by far, no exceptions, thus transferring the “halo crown” effect gas cars have as the top speed leaders over to pure electric.",,4911.0,136.0,382.0,,
2018-06-10,"That issue is better in latest Autopilot software rolling out now &amp; fully fixed in August update as part of our long-awaited Tesla Version 9. To date, Autopilot resources have rightly focused entirely on safety. With V9, we will begin to enable full self-driving features.",,995.0,82.0,143.0,,
2018-06-10,"That’s quite a blast from the past! After my Zip2 experience w patents, I felt that patents (particularly software) inhibited innovation, instead of fostering it. I aspired to file zero patents after that. In 2014, we open-sourced all Tesla patents",,971.0,37.0,103.0,,
2018-06-10,"That’s quite a blast from the past! After my Zip2 experience w patents, I felt that patents (particularly software) inhibited innovation, instead of fostering it. I aspired to file zero patents after that. In 2014, we open-sourced all Tesla patents",,967.0,37.0,104.0,,
2018-06-10,"That issue is better in latest Autopilot software rolling out now &amp; fully fixed in August update as part of our long-awaited Tesla Version 9. To date, Autopilot resources have rightly focused entirely on safety. With V9, we will begin to enable full self-driving features.",,988.0,82.0,142.0,,
2018-06-10,"Intent of new Tesla Roadster is to beat gas sports cars on every performance metric by far, no exceptions, thus transferring the “halo crown” effect gas cars have as the top speed leaders over to pure electric.",,4881.0,134.0,377.0,,
2018-06-12,"Difficult, but necessary Tesla reorg underway. My email to the company has already leaked to media. Here it is unfiltered:",,65197.0,1770.0,9446.0,,
2018-06-12,"Difficult, but necessary Tesla reorg underway. My email to the company has already leaked to media. Here it is unfiltered:",,64740.0,1752.0,9347.0,,
2018-06-15,Already sold &gt;$100M TSLA for charity. Will do about that every few years. Major disbursements in about 20 years when Tesla is steady state.,,2458.0,53.0,157.0,,
2018-06-15,Already sold &gt;$100M TSLA for charity. Will do about that every few years. Major disbursements in about 20 years when Tesla is steady state.,,2476.0,53.0,158.0,,
2018-06-16,Amazing work by Tesla team. Built entire new general assembly line in 3 weeks w minimal resources. Love u guys so much! Pic of 1st Model 3 dual motor performance coming off the line …,,45393.0,1380.0,4123.0,,
2018-06-16,I disagree with that goal &amp; gave away Tesla patents to help other companies,,530.0,22.0,36.0,,
2018-06-16,Amazing work by Tesla team. Built entire new general assembly line in 3 weeks w minimal resources. Love u guys so much! Pic of 1st Model 3 dual motor performance coming off the line …,,45193.0,1385.0,4130.0,,
2018-06-16,I disagree with that goal &amp; gave away Tesla patents to help other companies,,527.0,22.0,36.0,,
2018-06-17,“Profit” just means you earned more money than you spent &amp; certainly does spark innovation. Jesus. This is obv a good thing &amp; extremely hard. It has taken Tesla 15 years &amp; we’re almost there. Every other US car company besides Ford &amp; Tesla has gone bankrupt.,,773.0,63.0,85.0,,
2018-06-17,"We’ve always provided healthcare, hourly wages above union &amp; Tesla stock. Also, free drinks &amp; snacks. Try to make it fun too. Top ten hourly workers cumulatively received Tesla stock now worth $1M to $2M. Nobody wants UAW, so UAW keeps trashing Tesla &amp; me via 3rd parties.",,883.0,41.0,70.0,,
2018-06-17,"Iain certainly wasn’t pro-union in the Culture books. At all. And wouldn’t be in the case of Tesla. Banks was about freedom through &amp; through. Maybe for a single buyer (monopsony) vs single seller (monopoly), I would be too, but that’s a special case.",,727.0,91.0,30.0,,
2018-06-17,"I’m not against all unions, but UAW has a track record of destroying productivity so a company can’t compete on world market. Our current factory went bankrupt under UAW before we took it over. Don’t want Tesla to die too.",,445.0,30.0,24.0,,
2018-06-17,"UAW doesn’t have 30% of signatures (about 6000 people) needed for a vote. They can’t even muster enough people for a free bbq. Instead, they’re getting paid trolls &amp; far left shills to trash Tesla &amp; me in press &amp; social media. Such creeps.",,543.0,33.0,29.0,,
2018-06-17,"I endorse freedom to form a union too, as well as freedom not to do so if they feel Tesla is a good company. UAW has major conflicts of interest &amp; failed our car plant already when they abandoned us in 2010. Tesla can only hire 5% of applicants, so must be doing something right.",,472.0,27.0,15.0,,
2018-06-17,More propaganda. The NDA only prevents disclosure of Tesla proprietary IP or material non-public information (insider trading).,,363.0,6.0,15.0,,
2018-06-17,"...which clearly doesn’t work. UAW and Wall Street shorts know every detail of what’s happening at Tesla. Storm clouds are gathering, so they’re getting desperate.",,348.0,8.0,22.0,,
2018-06-17,"I endorse freedom to form a union too, as well as freedom not to do so if they feel Tesla is a good company. UAW has major conflicts of interest &amp; failed our car plant already when they abandoned us in 2010. Tesla can only hire 5% of applicants, so must be doing something right.",,470.0,26.0,15.0,,
2018-06-17,"UAW doesn’t have 30% of signatures (about 6000 people) needed for a vote. They can’t even muster enough people for a free bbq. Instead, they’re getting paid trolls &amp; far left shills to trash Tesla &amp; me in press &amp; social media. Such creeps.",,547.0,33.0,29.0,,
2018-06-17,"I’m not against all unions, but UAW has a track record of destroying productivity so a company can’t compete on world market. Our current factory went bankrupt under UAW before we took it over. Don’t want Tesla to die too.",,444.0,30.0,23.0,,
2018-06-17,"Iain certainly wasn’t pro-union in the Culture books. At all. And wouldn’t be in the case of Tesla. Banks was about freedom through &amp; through. Maybe for a single buyer (monopsony) vs single seller (monopoly), I would be too, but that’s a special case.",,733.0,92.0,30.0,,
2018-06-17,"We’ve always provided healthcare, hourly wages above union &amp; Tesla stock. Also, free drinks &amp; snacks. Try to make it fun too. Top ten hourly workers cumulatively received Tesla stock now worth $1M to $2M. Nobody wants UAW, so UAW keeps trashing Tesla &amp; me via 3rd parties.",,888.0,41.0,70.0,,
2018-06-17,“Profit” just means you earned more money than you spent &amp; certainly does spark innovation. Jesus. This is obv a good thing &amp; extremely hard. It has taken Tesla 15 years &amp; we’re almost there. Every other US car company besides Ford &amp; Tesla has gone bankrupt.,,782.0,64.0,87.0,,
2018-06-17,"...which clearly doesn’t work. UAW and Wall Street shorts know every detail of what’s happening at Tesla. Storm clouds are gathering, so they’re getting desperate.",,351.0,8.0,22.0,,
2018-06-17,More propaganda. The NDA only prevents disclosure of Tesla proprietary IP or material non-public information (insider trading).,,366.0,6.0,15.0,,
2018-06-18,"Dude, we are California, which is extremely pro union. People can form a union tomorrow &amp; nothing Tesla could do to stop it. UAW can’t even get enough sigs to request a vote, cause they have nothing to offer.",,879.0,33.0,62.0,,
2018-06-18,"Dude, we are California, which is extremely pro union. People can form a union tomorrow &amp; nothing Tesla could do to stop it. UAW can’t even get enough sigs to request a vote, cause they have nothing to offer.",,873.0,33.0,62.0,,
2018-06-19,You’re probably right. Maybe after Tesla drama calms down.,,1031.0,77.0,45.0,,
2018-06-19,"Needed another general assembly line to reach 5k/week Model 3 production. A new building was impossible, so we built a giant tent in 2 weeks. Tesla team kfa!! Gah, love them so much ♥️🚘💫",,12026.0,387.0,629.0,,
2018-06-19,Not sure we actually need a building. This tent is pretty sweet. Tesla Grohmann line is in place at Giga &amp; spooling up now. They super kicked ass too. Heiliger Strohsack!,,766.0,38.0,60.0,,
2018-06-19,"To be clear, Tesla European Headquarters will remain in Netherlands",,602.0,60.0,63.0,,
2018-06-19,You’re probably right. Maybe after Tesla drama calms down.,,1027.0,77.0,45.0,,
2018-06-19,"To be clear, Tesla European Headquarters will remain in Netherlands",,600.0,60.0,64.0,,
2018-06-19,Not sure we actually need a building. This tent is pretty sweet. Tesla Grohmann line is in place at Giga &amp; spooling up now. They super kicked ass too. Heiliger Strohsack!,,765.0,38.0,60.0,,
2018-06-19,"Needed another general assembly line to reach 5k/week Model 3 production. A new building was impossible, so we built a giant tent in 2 weeks. Tesla team kfa!! Gah, love them so much ♥️🚘💫",,11931.0,386.0,623.0,,
2018-06-20,"There is more, but the actions of a few bad apples will not stop Tesla from reaching its goals. With 40,000 people, the worst 1 in 1000 will have issues. That’s still ~40 people.",,572.0,58.0,49.0,,
2018-06-20,Thanks for coming by our car factory with Tesla team was super fired up to see you! Congrats on your victory!!,,6413.0,70.0,306.0,,
2018-06-20,Thanks for coming by our car factory with Tesla team was super fired up to see you! Congrats on your victory!!,,6362.0,68.0,302.0,,
2018-06-20,"There is more, but the actions of a few bad apples will not stop Tesla from reaching its goals. With 40,000 people, the worst 1 in 1000 will have issues. That’s still ~40 people.",,568.0,58.0,49.0,,
2018-06-22,Was thinking of offering an extended Tesla factory tour option where you could help build part of a car &amp; understand how they come together. I know it would have been super fun for me when I was a kid (or now).,,14811.0,966.0,982.0,,
2018-06-22,Was thinking of offering an extended Tesla factory tour option where you could help build part of a car &amp; understand how they come together. I know it would have been super fun for me when I was a kid (or now).,,14690.0,961.0,968.0,,
2018-06-23,Expanding the tour soon. So many cool things to see. Tesla car factory has 3rd largest footprint of any building on Earth. Maybe 1st if you include all our sweet tents ⛺️😜,,2288.0,84.0,84.0,,
2018-06-23,Expanding the tour soon. So many cool things to see. Tesla car factory has 3rd largest footprint of any building on Earth. Maybe 1st if you include all our sweet tents ⛺️😜,,2299.0,84.0,84.0,,
2018-06-23,Tesla factory rn,,17031.0,461.0,1048.0,,
2018-06-23,Tesla factory rn,,17165.0,464.0,1063.0,,
2018-06-24,Cyborg Dragon Tesla almost done,,2107.0,91.0,132.0,,
2018-06-24,Cyborg Dragon Tesla almost done,,2093.0,91.0,129.0,,
2018-06-24,Tesla Semi Truck in Mad Max Mode,,44579.0,626.0,5382.0,,
2018-06-24,Tesla Semi Truck in Mad Max Mode,,44207.0,621.0,5332.0,,
2018-06-25,"This doesn’t take into account shifting trillions of tons of carbon from subsurface to atmosphere, which could accelerate overheating time by a factor of a million (or so). This is why Tesla.",,5546.0,227.0,366.0,,
2018-06-25,"This doesn’t take into account shifting trillions of tons of carbon from subsurface to atmosphere, which could accelerate overheating time by a factor of a million (or so). This is why Tesla.",,5495.0,224.0,362.0,,
2018-06-26,"Wow, great idea! Since it will already have a Tesla pneumatics system, it totally makes sense to add a utility port.",,1433.0,61.0,46.0,,
2018-06-26,The Tesla Truck will have dual motor all-wheel drive w crazy torque &amp; a suspension that dynamically adjusts for load. Those will be standard.,,30025.0,1763.0,2276.0,,
2018-06-26,"“Virtue signaling” is super annoying &amp; there are lots of phoneys who are actually huge jerks, but jump on every social cause du jour. But I’m really proud of the fact that # of changes Tesla had to make to achieve 100/100 (before even knowing about the LGBTQ index) was zero.",,559.0,17.0,30.0,,
2018-06-26,"What would you love to see in a Tesla pickup truck? I have a few things in mind, but what do you think are small, but important nuances &amp; what would be seriously next level?",,50106.0,24940.0,4376.0,,
2018-06-26,Then you will really hate that Tesla scored 100/100 four years in a row on LGBTQ equality,,1419.0,21.0,92.0,,
2018-06-26,"Wow, great idea! Since it will already have a Tesla pneumatics system, it totally makes sense to add a utility port.",,1431.0,61.0,45.0,,
2018-06-26,The Tesla Truck will have dual motor all-wheel drive w crazy torque &amp; a suspension that dynamically adjusts for load. Those will be standard.,,29802.0,1750.0,2261.0,,
